28.593,0,CeTCCC_ImmediateOff,12.9129156207,-0.7795778734,1801.5,14.6997070313,1.2429393721,0.4717647059,0.7998094559,-0.7,1832,1832,1832,Normal,1,0,1832,1801.5,0,0,6,1787.75,Range_Shift_Completed,4.290625,0,16665.6945714897,14620.5587811144,11.405,6.0520573997,1832,0,16.862745098,17.0352941176,16.862745098,0.7219623697,15.2708427578,17.4803447949,5790.7,0,0,1,100,0,0,-0.73296875,24.3137254902,6.2745098039,7,7.4776119403,-0.327,916.7897515516,74.5098039216,-0.327,66.683982635,7.0121265193,621.3655673963,11.7228250524,0.7248569339,0,0,0,14.5713155663,16268.8608020896,16927.3650713344,0,100,34.7129130537,No,Yes,Yes,104,0,0.0101526421,0,0,14.3471528472,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.606,0,CeTCCC_ImmediateOff,12.9367774185,-0.7788526847,1800.75,14.6997070313,1.2425331882,0.4744329104,0.7998147941,-0.69,1832,1832,1832,Normal,1,0,1832,1802.0729166667,0,0,5.9,1790,Range_Shift_Completed,4.4125,0,16593.1756995411,14916.9579145429,15.125,6.0939903259,1832,0,16.862745098,16.862745098,16.862745098,0.7173448415,15.2755564844,17.3818319598,5776.4,0,0,1,100,0,0,-0.726875,24.3137254902,6.2745098039,7,7.5422885572,-0.327,916.7897515516,74.5098039216,-0.327,68.2876475384,7.1770420074,622.5157510081,11.8218161051,0.7243525163,0,0,0,14.5733141864,16337.5358871892,17059.2016827678,0,100,35.3831731896,No,Yes,Yes,104,0,0.0101526421,0,0,14.3484515485,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.618,0,CeTCCC_ImmediateOff,12.9654115758,-0.7745015524,1799,14.6997070313,1.2422482079,0.4790465206,0.7998468232,-0.7,1832,1832,1832,Normal,1,0,1832,1799,0,0,6,1790,Range_Shift_Completed,4.609375,0,16767.2209922178,15395.7565146966,14.045,6.1057297611,1832,0,16.862745098,16.862745098,16.862745098,0.7063338128,15.2799076168,17.2908970351,5763.2,0,0,1,100,0,0,-0.72125,24.3137254902,6.2745098039,7,7.6019900498,-0.327,916.7897515516,74.5098039216,-0.327,69.2050040766,7.1542950436,623.5774589574,11.9131924615,0.7238869,0,0,0,14.5751590665,16400.9282734349,17180.8970163985,0,100,36.0018748535,No,Yes,Yes,104,0,0.0101526421,0,0,14.3496503497,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.631,0,CeTCCC_ImmediateOff,12.996431913,-0.7697878257,1794.75,14.6997070313,1.2415595055,0.4901960784,0.7998815215,-0.7,1832,1832,1832,Normal,1,0,1832,1799.5,0,0,6,1785.5,Range_Shift_Completed,4.6921875,0,16955.7700592843,15487.8844896202,15.5,6.156600647,1832,0,16.862745098,16.862745098,16.7843137255,0.7084649796,15.2878846927,17.1923842001,5739,0,0,1,100,0,0,-0.71515625,24.3764705882,6.2745098039,7,7.6666666667,-0.327,916.7897515516,74.5098039216,-0.327,70.1988069929,7.2365018606,624.7276425691,12.0121835142,0.7233824824,0,0,0,14.5771576866,16469.6033585344,17312.7336278318,0,100,36.6721349895,No,Yes,Yes,104,0,0.0101526421,0,0,14.3509490509,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.645,0,CeTCCC_ImmediateOff,13.0346107894,-0.7614481555,1791.25,14.6997070313,1.2416070022,0.4894271434,0.7999429107,-0.7,1832,1832,1832,Normal,1,0,1832,1791.25,0,0,6,1784.8,Range_Shift_Completed,4.98203125,0,17390.8832909761,15810.3324018526,15.44,6.2896475792,1832,0,16.862745098,16.862745098,16.6745098039,0.7140691591,15.284711992,17.0862934546,5737.1,0,0,1,100,0,0,-0.70859375,24.5960784314,6.3360246059,7.1,7.736318408,-0.327,916.7897515516,74.5098039216,-0.327,71.2690562873,7.3289949656,625.9663018433,12.1187892633,0.7224900513,0,0,0,14.5793100468,16543.5611424877,17454.7115170677,0,100,37.3939535974,No,Yes,Yes,104,0,0.0101526421,0,0,14.3523476523,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.656,0,CeTCCC_ImmediateOff,13.012501574,-0.7583032044,1793.75,14.6997070313,1.2405686427,0.4901960784,0.7999411663,-0.7,1832,1832,1832,Normal,1,0,1832,1793.0384615385,0,0,6,1776.75,Range_Shift_Completed,5.209765625,0,17318.3644190275,16063.6843328924,9.125,6.2544292736,1832,0,16.862745098,16.862745098,16.4705882353,0.7247052603,15.2777320506,17.0029364403,5732.92,0,0,1,100,0,0,-0.7034375,24.768627451,6.4206074587,7.32,7.7910447761,-0.327,916.7897515516,74.5098039216,-0.327,72.1099664473,7.4016681194,626.9395341302,12.2025509233,0.7220318378,0,0,0,14.5810011868,16601.6708298796,17566.2655728959,0,100,37.9610967893,No,Yes,Yes,104,0,0.0101526421,0,0,14.3534465534,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.668,0,CeTCCC_ImmediateOff,12.9830226201,-0.7394334979,1793.25,14.6997070313,1.2392474924,0.4901960784,0.7999307002,-0.6857142857,1832,1832,1832,Normal,1,0,1832,1793.25,0,0,6,1776.75,Range_Shift_Completed,5.64453125,0,17490.2611390468,16547.356201241,10.655,6.3079276562,1832,0,16.862745098,16.8156862745,16.4941176471,0.7556466457,15.270117569,16.9120015156,5728.36,0,0,1,100,0,0,-0.6978125,25.0980392157,6.6666666667,7.56,7.8507462687,-0.327,916.7897515516,74.5098039216,-0.327,73.0273229854,7.4809479237,628.0012420795,12.2939272796,0.7192825568,0,0,0,14.5828460669,16665.0632161253,17687.9609065267,0,100,38.5797984532,No,Yes,Yes,104,0,0.0101526421,0,0,14.3546453546,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.681,0,CeTCCC_ImmediateOff,12.9510870867,-0.7189913159,1790.5,14.6997070313,1.2361648083,0.4901960784,0.799919362,-0.6591836735,1832,1832,1832,Normal,1,0,1832,1792.77,0,0,6,1776.75,Range_Shift_Completed,5.7563572304,0,17674.8199997494,16628.9186031033,11.5,6.3871413231,1832,0,16.862745098,16.6117647059,16.4705882353,0.7488782177,15.2561576862,16.8134886805,5720,0,0,1,100,0,0,-0.6875,25.1595540177,6.6128412149,8,8,-0.327,916.7897515516,74.5098039216,-0.327,74.0211259017,7.5668343782,629.1514256912,12.3929183324,0.716304169,0,0,0,14.5848446871,16733.7383012248,17819.79751796,0,100,39.2500585892,No,Yes,Yes,104,0,0.0101526421,0,0,14.3559440559,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.694,0,CeTCCC_ImmediateOff,12.9142383943,-0.684396854,1792,14.6997070313,1.236385,0.4901960784,0.7999001741,-0.6,1832,1832,1832,Normal,1,0,1832,1792,0,0,6,1776.84,Range_Shift_Completed,6.1197916667,0,18086.5282274706,16893.9964091555,11.025,6.46635499,1832,0,16.862745098,16.4078431373,16.4705882353,0.7488979507,15.2547073088,16.7149758454,5723.68,0,0,1,100,0,0,-0.6773942786,25.3594771242,6.7146858743,8,7.9800995025,-0.327,916.7897515516,74.5098039216,-0.327,75.014928818,7.6527208328,630.301609303,12.4919093851,0.7133257813,0,0,0,14.5868433072,16802.4133863243,18124.0358520368,0,100,39.9203187251,No,Yes,Yes,104,0,0.0101526421,0,0,14.3572427572,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.706,0,CeTCCC_ImmediateOff,12.9078890811,-0.6754226436,1792.25,14.6997070313,1.2353455067,0.4862745098,0.7998991585,-0.6081632653,1832,1832,1832,Normal,1,0,1832,1792.2604166667,0,0,6,1779,Range_Shift_Completed,6.4552696078,0,18029.740885716,17138.6836147423,14.625,6.5943155289,1832,0,16.862745098,16.0784313725,16.4705882353,0.7354005606,15.2503561764,16.6240409207,5734.72,0,0,1,100,0,0,-0.6470771144,25.5440215302,6.8107242897,8,8.07960199,-0.327,916.7897515516,74.5098039216,-0.327,75.9322853562,7.7320006371,631.3633172523,12.5832857415,0.7105765002,0,0,0,14.5886881873,16865.80577257,18073.329463024,0,100,40.539020389,No,Yes,Yes,104,0,0.0101526421,0,0,14.3584415584,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.718,0,CeTCCC_ImmediateOff,12.9002699053,-0.639525802,1793.75,14.6997070313,1.2343623447,0.4815686275,0.7998950958,-0.5843137255,1832,1832,1832,Normal,1,0,1832,1793.75,0,0,6,1779,Range_Shift_Completed,7.0703125,0,18108.2622614237,17587.2768249846,13.875,6.6078824139,1832,0,16.862745098,16.0784313725,16.4705882353,0.700532303,15.2460050441,16.533105996,5745.76,0,0,1,100,0,0,-0.6167599502,25.8823529412,7.0588235294,8,8.1990049751,-0.327,916.7897515516,74.5098039216,-0.327,76.8496418943,7.8112804413,632.4250252016,12.6746620978,0.7078272192,0,0,0,14.5905330674,16929.1981588157,18133.9234464507,0,100,41.157722053,No,Yes,Yes,104,0,0.0101526421,0,0,14.3596403596,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.732,0,CeTCCC_ImmediateOff,12.8913808669,-0.5976461534,1793,14.6997070313,1.2320683002,0.4705882353,0.7998903561,-0.5568627451,1832,1832,1832,Normal,1,0,1832,1793.47,0,0,6,1779,Range_Shift_Completed,7.1828125,0,18146.2968208415,17688.2230947371,18.375,6.6711945438,1832,0,16.862745098,16.0784313725,16.5506202481,0.7061562155,15.2380279682,16.4270152505,5766,0,0,1,100,0,0,-0.5813899254,25.9764705882,7.018807523,8,8.3383084577,-0.327,916.7897515516,74.5098039216,-0.327,77.9198911888,7.9037735462,634.90234375,12.7812678469,0.7046197247,0,0,0,14.5926854275,17003.155942769,18153.6986352783,0,100,41.8795406609,No,Yes,Yes,104,0,0.0101526421,0,0,14.361038961,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.744,0,CeTCCC_ImmediateOff,12.8824918285,-0.5348266806,1793,14.6997070313,1.2322321606,0.471372549,0.7998832464,-0.5,1832,1832,1832,Normal,1,0,1832,1793,0,0,6,1778.90625,Range_Shift_Completed,7.5203125,0,18225.0826939212,17991.0619039946,17.625,6.7254620838,1832,0,16.862745098,16.0784313725,16.6466586635,0.6848056614,15.2329516472,16.3360803259,5763.76,0,0,1,100,0,0,-0.5510727612,26.2588235294,7.1126489812,8.08,8.4577114428,-0.327,916.7897515516,74.5098039216,-0.327,78.8372477269,7.9830533504,634.7253924251,12.9411764706,0.7018704437,0,0,0,14.5945303076,17066.5483290147,18170.6487971305,0,100,42.4982423248,No,Yes,Yes,104,0,0.0101526421,0,0,14.3622377622,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.756,0,CeTCCC_ImmediateOff,12.8647666626,-0.5408094876,1796.5,14.6997070313,1.2306451797,0.4705882353,0.7998831642,-0.5098039216,1832,1832,1832,Normal,1,0,1832,1793.15,0,0,6,1776.75,Range_Shift_Completed,7.8578125,0,18211.4989227006,18293.9007132521,17.875,6.8204302788,1832,0,16.862745098,16.0784313725,16.862745098,0.6578457043,15.2177226841,16.2451454012,5757.04,0,0,1,100,0,0,-0.520755597,26.5411764706,7.2049211842,8.32,8.5771144279,-0.327,916.7897515516,74.5098039216,-0.327,79.754604265,8.0623331547,571.728515625,12.9529411765,0.6991211627,0,0,0,14.5963751877,17129.9407152604,18187.5989589828,0,100,43.1169439888,No,Yes,Yes,104,0,0.0101526421,0,0,14.3634365634,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.768,0,CeTCCC_ImmediateOff,12.8434964636,-0.5647407153,1795.75,14.6997070313,1.2289374352,0.4705882353,0.7998828351,-0.472,1832,1832,1832,Normal,1,0,1832,1795.75,0,0,6.14,1776.8333333333,Range_Shift_Completed,8.4765625,0,18246.3339014143,18849.1051968909,17.995,6.8429144001,1832,0,16.862745098,16.1254901961,16.8387354942,0.5859524853,15.202493721,16.0784313725,5750.32,0,0,1,100,0,0,-0.4904384328,27.0588235294,7.4509803922,8.56,8.6965174129,-0.327,916.7897515516,74.5098039216,-0.327,80.6719608032,8.1416129589,495.919921875,13,0.6963718817,0,0,0,14.5982200678,17193.3331015061,18204.549120835,0,100,43.7356456527,No,Yes,Yes,104,0,0.0101526421,0,0,14.3646353646,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.781,0,CeTCCC_ImmediateOff,12.8204537479,-0.590666212,1796,14.6997070313,1.2249526978,0.4705882353,0.7998824787,-0.42,1832,1832,1832,Normal,1,0,1832,1795.1153846154,0,0,6.4,1779,Range_Shift_Completed,8.5796875,0,18285.8004296156,18924.727876559,15.25,6.9403455925,1832,0,16.8861574481,16.3294117647,16.9411764706,0.601679127,15.1745739553,16.1018437226,5738,0,0,1,100,0,0,-0.4575948383,27.1294117647,7.3971549404,9,8.8258706468,-0.327,916.7897515516,74.5098039216,-0.327,81.6657637195,8.2274994135,413.7939453125,13.0509803922,0.693393494,0,0,0,14.6002186879,17262.0081866056,18222.911796175,0,100,44.4059057886,No,Yes,Yes,104,0,0.0101526421,0,0,14.3659340659,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.793,0,CeTCCC_ImmediateOff,12.7938659991,-0.6345401296,1798.75,14.6997070313,1.2253796339,0.4705882353,0.7998818755,-0.3,1832,1832,1832,Normal,1,0,1832,1798.75,0,0,7,1778.9166666667,Range_Shift_Completed,8.9921875,0,18376.8770331572,19227.2185952311,15.88,7.0302820778,1832,0,16.9798068481,16.5176470588,17.0352941176,0.584176513,15.1707667145,16.1954931226,5736.98,0,0,1,100,0,0,-0.4272776741,27.4117647059,7.531012405,9,8.9452736318,-0.327,916.7897515516,74.5098039216,-0.327,83.3475840394,8.3067792177,337.9853515625,13.0980392157,0.690644213,0,0,0,14.602063568,17325.4005728513,18239.8619580272,0,100,45.0246074525,No,Yes,Yes,104,0,0.0101526421,0,0,14.3671328671,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.806,0,CeTCCC_ImmediateOff,12.8172090622,-0.6334523465,1801.5,14.6997070313,1.2237695572,0.4744329104,0.7998833883,-0.32,1832,1832,1832,Normal,1,0,1832,1798.03,0,0,6.9,1785.5,Range_Shift_Completed,9.4390625,0,18361.6975992336,19554.9168737927,18.875,7.1951656342,1832,0,17.0812603648,16.862745098,17.2549019608,0.5795589848,15.1542686711,16.2969466394,5732.56,0,0,1,100,0,0,-0.3944340796,27.7176470588,7.7390956383,9,9.0746268657,-0.327,916.7897515516,74.5098039216,-0.327,83.4509974025,8.4983720779,255.859375,13.1490196078,0.6876658252,0,0,0,14.6040621881,17394.0756579508,18258.2246333672,0,100,45.6948675885,No,Yes,Yes,104,0,0.0101526421,0,0,14.3684315684,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.818,0,CeTCCC_ImmediateOff,12.8452207378,-0.6291012142,1802.75,14.6997070313,1.2223497886,0.4790465206,0.7998894393,-0.3,1832,1832,1832,Normal,1,0,1832,1802.75,0,0,7,1785.5,Range_Shift_Completed,10.1953125,0,18407.2376714847,20109.4831913583,18.005,7.2136158562,1832,0,17.1749097649,16.8862745098,17.231372549,0.5685479561,15.139039708,16.3905960394,5728.48,0,0,1,100,0,0,-0.3641169154,28.2352941176,8.2352941176,9,9.1940298507,-0.327,916.7897515516,74.5098039216,-0.327,83.8646508553,8.4719454765,180.05078125,13.1960784314,0.6849165442,0,0,0,14.6059070682,17457.4680441965,18275.1747952194,0,100,46.3135692524,No,Yes,Yes,104,0,0.0101526421,0,0,14.3696303696,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.831,0,CeTCCC_ImmediateOff,12.8755667198,-0.6243874875,1802,14.6997070313,1.2189186811,0.4901960784,0.7998959947,-0.3,1832,1832,1832,Normal,1,0,1832,1801.79,0,0,7,1787.75,Range_Shift_Completed,10.248046875,0,18463.6217140929,20183.1913728069,19.25,7.2935668182,1832,0,17.2763632816,16.9882352941,17.3333333333,0.5706791229,15.1111199423,16.4920495561,5721,0,0,1,100,0,0,-0.3312733209,28.2588235294,8.1392557023,9,9.3233830846,-0.327,916.7897515516,74.5098039216,-0.327,84.3127754291,8.5257681451,97.9248046875,13.2470588235,0.6819381564,0,0,0,14.6079056883,17526.143129296,18293.5374705594,0,100,46.9838293883,No,Yes,Yes,104,0,0.0101526421,0,0,14.3709290709,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.844,0,CeTCCC_ImmediateOff,12.9129156207,-0.6164104116,1802.5,14.6997070313,1.2192736233,0.4890426759,0.7999070883,-0.3,1832,1832,1832,Normal,1,0,1832,1802.5,0,0,7,1787.75,Range_Shift_Completed,10.4765625,0,18593.7387354963,20502.5934924175,19.175,7.3735177803,1832,0,17.3778167984,17.0901960784,17.4352941176,0.5732337909,15.1125703197,16.5935030729,5720.04,0,0,1.4,100,0,0,-0.2984297264,28.3607843137,8.2352941176,9,9.4527363184,-0.327,916.7897515516,74.5098039216,-0.327,84.7609000029,8.5653402422,15.798828125,13.2980392157,0.6766687012,0,0,0,14.6099043084,17594.8182143955,18311.9001458993,0,100,47.6540895243,No,Yes,Yes,104,0,0.0101526421,0,0,14.3722277722,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.856,0,CeTCCC_ImmediateOff,12.9185036642,-0.6097450741,1807.75,14.6997070313,1.2184830247,0.4901960784,0.7999124948,-0.3,1832,1832,1832,Normal,1,0,1832,1802.56,0,0,7,1787.75,Range_Shift_Completed,10.6875,0,18572.0525652624,20797.4262182119,13.5,7.5026693344,1832,0,17.4714661984,17.2549019608,17.6470588235,0.5812666505,15.1169214521,16.6871524729,5717.16,0,0,2.6,100,0,0,-0.2681125622,28.4549019608,8.2352941176,9,9.5721393035,-0.327,916.7897515516,74.5098039216,-0.327,85.1745534557,8.6018683317,-60.009765625,13.3450980392,0.6782304581,0,0,0,14.6117491886,17658.2106006412,18328.8503077515,0,100,48.2727911882,No,Yes,Yes,104,0,0.0101526421,0,0,14.3734265734,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.868,0,CeTCCC_ImmediateOff,12.9259543888,-0.5830837241,1812.5,14.6997070313,1.2179021495,0.4901960784,0.7999341207,-0.2730769231,1832,1832,1832,Normal,1,0,1832,1812.5,0,0,7,1787.75,Range_Shift_Completed,11.07421875,0,18603.7374377142,21337.9528821683,14.88,7.5059426308,1832,0,17.5651155985,17.2549019608,17.6235294118,0.5892995102,15.1212725844,16.780801873,5714.28,0,0,3.8,100,0,0,-0.237795398,28.6274509804,8.2352941176,9,9.6915422886,-0.327,916.7897515516,74.5098039216,-0.327,85.5882069085,8.6383964213,-135.818359375,13.3921568627,0.6876009999,0,0,0,14.6135940687,17721.6029868869,18345.8004696038,0,100,48.8914928521,No,Yes,Yes,104,0,0.0101526421,0,0,14.3746253746,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.881,0,CeTCCC_ImmediateOff,12.9340260071,-0.5542005949,1814.75,14.6997070313,1.2165467739,0.4901960784,0.7999575489,-0.2230769231,1832,1832,1832,Normal,1,0,1832,1810.1,0,0,7,1798.875,Range_Shift_Completed,11.090625,0,18622.3064561189,21368.4978310331,15.5,7.520126915,1832,0,17.6665691152,17.2549019608,17.7254901961,0.6033570146,15.1292496603,16.8822553897,5709,0,0,6,100,0,0,-0.1796875,28.6274509804,8.2352941176,9,10,-0.327,916.7897515516,74.5098039216,-0.327,86.0363314823,8.6779685183,-217.9443359375,13.4431372549,0.6977524202,0,0,0,14.6155926888,17790.2780719864,18364.1631449437,0,100,49.561752988,No,Yes,Yes,104,0,0.0101526421,0,0,14.3759240759,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.893,0,CeTCCC_ImmediateOff,12.9433394129,-0.5030996741,1819,14.6997070313,1.2166919927,0.4901960784,0.7999989986,-0.1,1832,1832,1832,Normal,1,0,1832,1819,0,0,7,1798.875,Range_Shift_Completed,11.15625,0,18668.0148091151,21490.6776264921,15.02,7.5332201004,1832,0,17.7602185153,17.2549019608,17.8196078431,0.6005179779,15.1281618772,16.9759047898,5712.18,0,0,6,100,0,0,-0.1776395631,28.6274509804,8.2352941176,9,9.9402985075,-0.327,916.7897515516,74.5098039216,-0.327,86.449984935,8.7144966079,-293.7529296875,13.4901960784,0.707122962,0,0,0,14.6174375689,17853.6704582321,18381.113306796,0,100,50.180454652,No,Yes,Yes,104,0,0.0101526421,0,0,14.3771228771,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.906,0,CeTCCC_ImmediateOff,12.9272586361,-0.4993997317,1822,14.6997070313,1.2161880708,0.4863514033,0.8000036819,-0.1269230769,1832,1832,1832,Normal,1,0,1832,1817.6458333333,0,0,7,1805.625,Range_Shift_Completed,11.22734375,0,18658.0161068972,21623.0390715728,21.375,7.5572242737,1832,0,17.861672032,17.2549019608,18.0392156863,0.5912911087,15.1234481505,17.0773583065,5725.96,0,0,6,100,0,0,-0.1643279733,28.6274509804,8.2352941176,9,10,-0.327,916.7897515516,74.5098039216,-0.327,86.8981095088,8.7540687049,-375.87890625,13.5411764706,0.7172743822,0,0,0,14.619436189,17922.3455433316,18399.4759821359,0,100,50.8507147879,No,Yes,Yes,104,0,0.0101526421,0,0,14.3784215784,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.919,0,CeTCCC_ImmediateOff,12.9063536263,-0.4753501058,1826.25,14.6997070313,1.2157217568,0.4813533256,0.8000341228,-0.0875,1832,1832,1832,Normal,1,0,1832,1826.25,0,0,7,1805.995,Range_Shift_Completed,11.34765625,0,18672.4750362133,21847.0353632478,20.2,7.562841301,1832,0,17.9631255487,17.2862745098,18.0235294118,0.5699983335,15.1187344239,17.1788118232,5739.74,0,0,6,100,0,0,-0.1510163835,28.6274509804,8.2352941176,9,10,-0.327,916.7897515516,74.5098039216,-0.327,87.3462340827,8.793640802,-458.0048828125,13.5921568627,0.7274258025,0,0,0,14.6214348091,17991.0206284311,18417.8386574759,0,100,51.5209749238,No,Yes,Yes,104,0,0.0101526421,0,0,14.3797202797,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.931,0,CeTCCC_ImmediateOff,12.8870566942,-0.4531504511,1829.75,14.6997070313,1.2147173882,0.4705882353,0.8000622221,-0.0625,1832,1832,1832,Normal,1,0,1832,1824.8,0,0,7,1814.875,Range_Shift_Completed,11.3524394133,0,18681.3954904097,21754.9511956428,20.75,7.5796923828,1832,0,18.0567749488,17.3803921569,18.1176470588,0.5735471294,15.1111199423,17.2724612233,5762,0,0,6,100,0,0,-0.1387287621,28.6274509804,8.2352941176,9,10,-0.327,916.7897515516,74.5098039216,-0.327,87.7598875354,8.8301688915,-628.57421875,13.6392156863,0.7367963443,0,0,0,14.6232796892,18054.4130146768,18434.7888193281,0,100,52.1396765878,No,Yes,Yes,104,0,0.0101526421,0,0,14.3809190809,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
28.944,0,CeTCCC_ImmediateOff,12.8613274513,-0.4124510842,1834,14.6997070313,1.2148249991,0.4717416378,0.8001137376,0,1832,1832,1832,Normal,1,0,1832,1834,0,0,7,1814.875,Range_Shift_Completed,11.3731664541,0,18703.6966259006,21355.9198026878,20.875,7.5979477215,1832,0,18.1582284655,17.4823529412,18.2196078431,0.5492004684,15.0984291397,17.37391474,5764.32,0,0,6,100,0,0,-0.1254171723,28.6274509804,8.2944876064,9,10,-0.327,916.7897515516,74.5098039216,-0.327,88.2080121092,8.8697409886,-615.939453125,13.7254901961,0.7469477645,0,0,0,14.6252783093,18123.0880997763,18453.1514946681,0,100,52.8099367237,No,Yes,Yes,104,0,0.0101526421,0,0,14.3822177822,100,1st Gear,Return_To_Prev_Range,Yes,96.8,Unknown: E0,102.2,181.4,38.0392156863,32.5344393576,176,20,0,0,OK,DEF Temp,40721.5610832737,1,14.6488121336,84.2
